"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"17/09/2024","37,950.0","37,700.0","37,950.0","37,050.0","4.04M","1.20%"
"16/09/2024","37,500.0","38,500.0","38,750.0","37,450.0","","-1.70%"
"13/09/2024","38,150.0","37,850.0","38,400.0","37,600.0","2.80M","0.93%"
"12/09/2024","37,800.0","37,500.0","38,650.0","37,400.0","9.63M","1.34%"
"11/09/2024","37,300.0","37,000.0","37,400.0","36,650.0","1.95M","0.81%"
"10/09/2024","37,000.0","37,400.0","37,800.0","37,000.0","4.11M","-0.40%"
"09/09/2024","37,150.0","37,000.0","37,300.0","36,900.0","1.55M","-0.54%"
"06/09/2024","37,350.0","36,500.0","37,400.0","36,350.0","3.78M","2.33%"
"05/09/2024","36,500.0","37,600.0","37,600.0","36,400.0","2.99M","-1.48%"
"04/09/2024","37,050.0","37,400.0","37,400.0","36,750.0","2.46M","-0.94%"
"30/08/2024","37,400.0","37,700.0","37,950.0","37,000.0","3.56M","0.00%"
"29/08/2024","37,400.0","37,050.0","37,600.0","37,050.0","2.81M","0.94%"
"28/08/2024","37,050.0","37,150.0","37,400.0","36,900.0","2.67M","-0.27%"
"27/08/2024","37,150.0","36,800.0","37,500.0","36,700.0","2.38M","0.95%"
"26/08/2024","36,800.0","37,400.0","37,800.0","36,800.0","4.22M","-1.87%"
"23/08/2024","37,500.0","37,300.0","37,950.0","37,250.0","2.97M","0.54%"
"22/08/2024","37,300.0","37,500.0","37,900.0","37,200.0","3.04M","-0.53%"
"21/08/2024","37,500.0","38,000.0","38,750.0","37,500.0","6.19M","-0.92%"
"20/08/2024","37,850.0","38,000.0","38,200.0","37,500.0","4.75M","0.26%"
"19/08/2024","37,750.0","37,600.0","37,950.0","37,150.0","5.64M","1.21%"
"16/08/2024","37,300.0","36,200.0","37,550.0","35,850.0","6.19M","4.19%"
"15/08/2024","35,800.0","37,200.0","37,530.0","35,650.0","3.38M","-1.92%"
